Digitizer,ID,Sex,Species,Island,Species#,friends,Ecomorph,SVLruler,Taillength,Footlamellae,Handlamellae,SVL1,SVL2,Humerus,Ulna,Forelimb,Femur,Tibia,Hindlimb,Pectoral,Pelvic,MBlength,Headlength,HeadDepth,Jawlength,EyeDiam,logSVL,logtail,logfootlamellae,loghandlamellae,logforelimb,loghindlimb,logpectoral,logpelvic,logheadlength,logheaddepth,logjawlength,logeyediamter
Lela,barahonae-M-POE0660,M,barahonae,Hispaniola,41,9,CG,143,265,52,33,140.210956,143.576271,22.290745,19.6343081,41.9250531,31.0087937,27.2683006,58.2770942,37.1078599,35.09718,62.4384151,46.0407,16.5646791,39.8510237,12.2018399,2.15533604,2.42324587,1.71600334,1.51851394,1.62247362,1.76549789,1.56946591,1.54527222,1.66314192,1.21918303,1.60043948,1.08642532
Lela,bartschi-F-10849,F,bartschi,Cuba,61,5,UN,51,119,39,25,40.8194389,63.8920968,15.894657,6.36641873,22.2610757,11.1289022,13.5081839,24.6370861,6.2071454,8.35155668,16.8676962,12.6325437,3.52710857,10.8163564,4.22454681,1.70757018,2.07554696,1.59106461,1.39794001,1.34754615,1.39158934,0.79289192,0.92176743,1.10149081,0.54741883,1.03408099,0.62578013
Lela,bartschi-F-12236,F,bartschi,Cuba,61,5,UN,56,129,46,26,49.3288334,73.9509764,22.5335517,9.184053,31.7176047,15.3186212,13.2131008,28.5317221,6.22281184,8.49143219,21.5243909,18.8859798,,14.7987986,4.84049439,1.74818803,2.11058971,1.66275783,1.41497335,1.50130038,1.45532798,0.79398667,0.92898095,1.27613952,,1.17022646,0.68488972
Lela,bartschi-F-26950,F,bartschi,Cuba,61,5,UN,73,134,40,26,59.9734775,78.1435761,15.7112249,11.8264493,27.5376742,24.0359856,15.8519419,39.8879275,8.54482996,9.25258949,26.1152448,22.1551381,7.82782111,17.243676,6.63287366,1.86332286,2.1271048,1.60205999,1.41497335,1.43992726,1.60084147,0.93170342,0.96626329,1.34547446,0.89364089,1.23662986,0.82170172
Lela,bartschi-F-55582,F,bartschi,Cuba,61,5,UN,51,102,36,29,40.3635529,60.5404938,9.6932098,6.00254216,15.695752,13.5858623,11.9315382,25.5174004,11.43998,,17.1747546,14.0712644,4.60425558,10.5512734,4.28413351,1.70757018,2.00860017,1.5563025,1.462398,1.19578213,1.40683643,1.05842526,,1.14833312,0.66315942,1.02330488,0.631863
Lela,bartschi-F-93470,F,bartschi,Cuba,61,5,UN,61,142,36,24,53.8630436,65.9719745,14.0997003,5.78701415,19.8867144,14.4266599,17.0766258,31.5032857,8.62367097,14.3276842,23.3599509,22.0010442,7.9826232,23.8634229,5.85898571,1.78532984,2.15228834,1.5563025,1.38021124,1.29856304,1.49835585,0.93569218,1.156176,1.34244329,0.90214563,1.37773274,0.76782244
Lela,bartschi-M-11886,M,bartschi,Cuba,61,5,UN,68,155,41,26,59.1210079,77.837726,13.58198,9.12356347,22.7055434,20.5339913,17.3538798,37.8878711,8.56453389,,23.5275992,20.7438137,3.0157699,15.7994807,6.67121145,1.83250891,2.1903317,1.61278386,1.41497335,1.3561319,1.5785002,0.93270373,,1.3168886,0.4793982,1.19864281,0.82420471
Lela,bartschi-M-12233,M,bartschi,Cuba,61,5,UN,68,152,41,28,61.6112967,77.5039709,12.6703662,8.73359928,21.4039655,17.9026086,15.8810594,33.7836679,8.55825573,15.2165604,23.6600117,20.7548735,8.38638009,21.986351,6.35778256,1.83250891,2.18184359,1.61278386,1.44715803,1.33049424,1.5287068,0.93238526,1.18231649,1.31712009,0.92357454,1.34215316,0.80330567
Lela,bartschi-M-38421,M,bartschi,Cuba,61,5,UN,70,148,,26,60.8583032,75.2697025,15.3379453,9.62952502,24.9674703,15.0074639,14.438898,29.4463619,7.51115405,15.4723859,24.0986669,25.3767799,6.89814564,19.3035382,5.72657601,1.84509804,2.17026172,,1.41497335,1.39737454,1.46903164,0.87570667,1.18955729,1.40443651,0.83873236,1.28563692,0.75789503
Lela,bartschi-M-44762,M,bartschi,Cuba,61,5,UN,71,155,36,26,64.180635,80.8860302,16.4426654,9.91715722,26.3598226,20.2266605,16.8999156,37.1265761,8.71476019,13.4290541,25.6497953,22.4665724,5.84634204,17.4825795,6.33983487,1.85125835,2.1903317,1.5563025,1.41497335,1.42094248,1.5696849,0.94025544,1.12804542,1.35153682,0.76688422,1.24260551,0.80207795
Lela,bartschi-M-93466,M,bartschi,Cuba,61,5,UN,74,161,40,29,64.9814706,80.6684785,15.6666721,7.38393985,23.0506119,16.0049442,16.2074311,32.2123752,11.6559776,17.1533257,27.4785871,31.3126327,5.84982307,29.0786891,6.69952576,1.86923172,2.20682588,1.60205999,1.462398,1.36268246,1.50802275,1.0665487,1.23434833,1.49571958,0.76714273,1.46357482,0.82604406
Debbie,bimaculatus-F-R139660,F,bimaculatus,St. Kitts-Nevis,2,2,,46.5,106,39,26,65.6105026,66.0578917,10.1481171,8.94743784,19.0955549,14.7620084,13.4894265,28.2514349,8.71782627,9.01351009,26.880653,18.8752782,8.45202025,15.971468,5.47502159,1.66745295,2.02530587,1.59106461,1.41497335,1.28093228,1.45104051,0.94040821,0.95489395,1.27589336,0.92696053,1.20334484,0.73838584
Debbie,bimaculatus-F-R139672,F,bimaculatus,St. Kitts-Nevis,2,2,,56,108.5,45,27,63.5410208,64.9803459,9.38384621,8.46340632,17.8472525,13.8212052,12.2410029,26.062208,7.06254875,6.50704488,27.145447,16.4286377,8.17428125,15.42701,5.04184859,1.74818803,2.03542974,1.65321251,1.43136376,1.25157137,1.41601121,0.84896146,0.8133838,1.21560155,0.91244958,1.18828176,0.7025898
Debbie,bimaculatus-F-R139739,F,bimaculatus,St. Kitts-Nevis,2,2,,54,111,42,25,62.4687223,62.7742297,9.02904753,8.22538338,17.2544309,13.3943267,12.9692655,26.3635922,6.59550029,6.67514228,25.7959823,18.1703949,8.34748873,15.4533291,4.97010552,1.73239376,2.04532298,1.62324929,1.39794001,1.23690064,1.42100459,0.81924774,0.82446053,1.25936437,0.92155584,1.18902205,0.69636561
Debbie,bimaculatus-F-R139754,F,bimaculatus,St. Kitts-Nevis,2,2,,56,109,39,24,64.3246567,65.4317127,9.28072155,8.99402887,18.2747504,14.2730192,12.8630182,27.1360374,8.65347941,7.30481981,27.2168538,17.3558323,7.62600348,14.9591885,4.80437514,1.74818803,2.0374265,1.59106461,1.38021124,1.26185145,1.43354643,0.93719076,0.86360951,1.23944545,0.882297,1.17490803,0.68163691
Debbie,bimaculatus-F-R139769,F,bimaculatus,St. Kitts-Nevis,2,2,,59,110,42,29,67.6985993,68.7916129,9.90021529,8.61157018,18.5117855,14.1200535,13.9224174,28.0424709,7.24153958,8.51062913,29.5724467,19.1950765,8.82014689,16.1318671,6.39964078,1.77085201,2.04139269,1.62324929,1.462398,1.26744831,1.44781628,0.85983091,0.92996167,1.28318985,0.94547582,1.20768464,0.8061556
Debbie,bimaculatus-M-R139703,M,bimaculatus,St. Kitts-Nevis,2,2,,72,149,50,34,78.8485135,80.9316512,12.1892697,11.0008787,23.1901484,19.7348784,18.138857,37.8737354,10.3583355,9.36956627,33.4925253,23.6836478,11.2127372,20.1254069,7.23420703,1.8573325,2.17318627,1.69897,1.53147892,1.36530353,1.57833814,1.01528997,0.97171949,1.37444859,1.04971164,1.30374467,0.85939093
Debbie,bimaculatus-M-R139713,M,bimaculatus,St. Kitts-Nevis,2,2,,90,174,45,31,98.9228302,101.001057,13.3789086,13.6176094,26.996518,22.1320324,20.8592141,42.9912465,15.339904,14.7273352,40.8933396,27.4840315,14.2873798,24.693823,8.04044864,1.95424251,2.24054925,1.65321251,1.49136169,1.43130775,1.63338004,1.18582264,1.16812417,1.43908044,1.15495259,1.39258833,0.90528028
Debbie,bimaculatus-M-R139718,M,bimaculatus,St. Kitts-Nevis,2,2,,79,169,44,29,87.1865003,88.9304553,13.2140741,12.7365014,25.9505755,20.4837311,18.7852903,39.2690214,14.4912847,10.6347459,33.2972535,25.7331055,14.3399751,22.1809852,8.4764338,1.89762709,2.2278867,1.64345268,1.462398,1.41414699,1.59405008,1.16110689,1.02672712,1.4104922,1.1565484,1.34598083,0.92821317
Debbie,bimaculatus-M-R139757,M,bimaculatus,St. Kitts-Nevis,2,2,,74,134,44,29,82.0783636,83.4713021,11.6922143,11.5613219,23.2535363,18.8045613,17.8706546,36.6752159,11.4882088,10.8279159,32.987044,22.6433696,11.2019591,20.2246658,6.99385929,1.86923172,2.1271048,1.64345268,1.462398,1.36648901,1.56437268,1.06025232,1.03454487,1.35494106,1.04929398,1.30588135,0.84471689
Debbie,bimaculatus-M-R139759,M,bimaculatus,St. Kitts-Nevis,2,2,,72,124,46,29,79.9090279,81.1766869,11.175877,11.1599303,22.3358074,17.5791453,16.7895772,34.3687225,10.0576335,9.4157968,32.4883994,22.7153569,10.6429666,20.6336081,7.00066857,1.8573325,2.09342169,1.66275783,1.462398,1.34900166,1.53616339,1.0024958,0.97385708,1.35631957,1.0270627,1.31457518,0.84513952
Lela,brevirostris-F-128215,F,brevirostris,Hispaniola,41,12,TR,36,59,26,16,29.58438,53.1470053,13.224535,6.16925839,19.3937934,10.0397154,7.80300259,17.842718,6.21396449,,13.5212546,9.26442731,2.5541367,6.79508491,4.22750445,1.5563025,1.77085201,1.41497335,1.20411998,1.28766276,1.25146101,0.79336877,,0.96681858,0.40724414,0.83219489,0.62608407
Lela,brevirostris-F-139980,F,brevirostris,Hispaniola,41,12,TR,40,59,27,18,35.3229397,56.7979506,10.666909,6.92510063,17.5920096,9.46658021,8.89099747,18.3575777,7.52911706,9.1353408,17.8772921,10.3693442,,7.2496368,4.10554843,1.60205999,1.77085201,1.43136376,1.25527251,1.24531545,1.26381537,0.87674405,0.96072475,1.01575129,,0.86031625,0.61337118
Lela,brevirostris-F-167548,F,brevirostris,Hispaniola,41,12,TR,41,59,30,19,34.3252133,63.0397579,14.6750755,7.51937184,22.1944474,10.7831416,8.26100745,19.0441491,5.51841872,,16.7029197,15.0458896,2.88888438,11.9126821,4.34640224,1.61278386,1.77085201,1.47712125,1.2787536,1.34624434,1.27976157,0.74181465,,1.17741787,0.46073016,1.07600955,0.63812992
Lela,brevirostris-F-58538,F,brevirostris,Hispaniola,41,12,TR,37,,27,21,35.4224742,56.1999879,10.0717771,5.75752973,15.8293068,9.58477434,7.12324673,16.7080211,7.11803969,6.86569617,13.0060378,13.3630736,4.02145464,8.22349566,3.26864155,1.56820172,,1.43136376,1.32221929,1.1994619,1.22292501,0.85236041,0.83668458,1.12590636,0.60438317,0.91505647,0.5143673
Lela,brevirostris-F-58545,F,brevirostris,Hispaniola,41,12,TR,40,53,27,16,38.587635,63.8034386,15.3116379,6.40534899,21.7169869,11.2015566,9.139953,20.3415096,5.48682254,5.02408936,18.643786,10.2257807,2.46043412,7.47721822,3.60221366,1.60205999,1.72427587,1.43136376,1.20411998,1.33679957,1.30838318,0.73932091,0.70105736,1.00969648,0.39101174,0.87374006,0.55656947
Lela,brevirostris-M-121097,M,brevirostris,Hispaniola,41,12,TR,46,79,31,20,44.1903019,65.7806616,11.967719,6.48913793,18.456857,13.2470246,9.6070177,22.8540423,5.5987187,6.67892117,17.3210463,21.2993482,,17.3826083,4.52543003,1.66275783,1.89762709,1.49136169,1.30103,1.26615775,1.35896303,0.74808865,0.82470632,1.32836631,,1.24011494,0.65565985
Lela,brevirostris-M-125551,M,brevirostris,Hispaniola,41,12,TR,48,80,29,17,51.4289464,66.0186072,10.3434849,5.10127977,15.4447647,11.330898,10.7613028,22.0922007,6.66501621,,16.6505451,17.5430524,8.06592167,17.5560257,4.92740237,1.68124124,1.90308999,1.462398,1.23044892,1.1887813,1.34423898,0.82380121,,1.24410516,0.906654,1.24442621,0.69261803
Lela,brevirostris-M-139971,M,brevirostris,Hispaniola,41,12,TR,46,74,29,20,44.6295441,62.3220108,10.8462429,6.02537406,16.871617,8.54107935,8.1951473,16.7362267,6.44216484,12.9400703,18.1317384,19.0005279,,18.111458,4.25488765,1.66275783,1.86923172,1.462398,1.30103,1.22715671,1.22365755,0.80903183,1.11193664,1.27876567,,1.25795341,0.6288881
Lela,brevirostris-M-58549,M,brevirostris,Hispaniola,41,12,TR,42,74,28,16,39.0184507,56.4416235,9.24815059,7.68366009,16.9318107,10.4606521,9.37779035,19.8384425,11.5790811,,17.2306099,16.8675116,,13.6686359,4.06771747,1.62324929,1.86923172,1.44715803,1.20411998,1.2287034,1.29750757,1.06367409,,1.22705102,,1.13572517,0.60935078
Lela,brevirostris-M-58553,M,brevirostris,Hispaniola,41,12,TR,44,72,26,20,42.5809007,61.9894958,10.7638096,8.15937234,18.9231819,10.7826582,10.4103701,21.1930283,7.02163562,6.03650429,16.549899,23.3146658,,19.0632086,4.65118535,1.64345268,1.8573325,1.41497335,1.30103,1.27699416,1.32619302,0.84643829,0.78078551,1.36762919,,1.280196,0.66756365
Debbie,brunneus-F-R183258,F,brunneus,Acklins/Crooked Island/ Long Cay atoll,2,NA,,45,,34,22,53.1230763,54.2256922,7.48720458,5.0632213,12.5504259,9.78324077,9.44207714,19.2253179,4.94439346,5.85983966,21.7386081,14.9049476,6.86660734,13.2598326,4.2074208,1.65321251,,1.53147892,1.34242268,1.09865846,1.28387353,0.69411302,0.76788573,1.17333045,0.83674221,1.12253804,0.62401595
Debbie,brunneus-M-36670-bad,M,brunneus,Acklins/Crooked Island/ Long Cay atoll,2,NA,,50,107.5,34,22,57.6846822,301.927499,7.562197,8.11366808,15.6758651,11.6395237,9.51533473,21.1548584,7.46825239,,,16.5598596,7.13126256,14.5116401,4.52022806,1.69897,2.03140846,1.53147892,1.34242268,1.19523152,1.32541012,0.87321899,,1.21905665,0.85316643,1.1617165,0.65516035
Debbie,brunneus-M-42042,M,brunneus,Acklins/Crooked Island/ Long Cay atoll,2,NA,,64.5,126,35,26,74.1739948,75.5067725,8.95284664,8.59345075,17.5462974,16.7567565,12.7231309,29.4798874,8.50834445,6.46559551,28.1690525,24.6826298,10.6638441,19.526158,5.84532015,1.80955971,2.10037055,1.54406804,1.41497335,1.24418549,1.46952582,0.92984506,0.81060853,1.39239143,1.02791379,1.2906168,0.7668083
Debbie,brunneus-M-42046,M,brunneus,Acklins/Crooked Island/ Long Cay atoll,2,NA,,63,128,37,25,68.1105298,71.566205,10.0940644,8.30110446,18.3951688,9.4318728,14.9837312,24.415604,8.88798535,7.42075982,26.4782266,22.5216057,10.2604918,17.8699123,5.75010014,1.79934055,2.10720997,1.56820172,1.39794001,1.26470378,1.38766747,0.94880333,0.87044838,1.35259935,1.01116818,1.25212242,0.75967541
Debbie,brunneus-M-57406-bad,M,brunneus,Acklins/Crooked Island/ Long Cay atoll,2,NA,,57,115.5,38,25,63.4136839,306.772266,9.24926858,7.33275376,16.5820223,13.8890828,10.9245284,24.8136112,7.09782368,,,21.7560485,7.76064887,19.8173135,5.64623419,1.75587486,2.06258198,1.5797836,1.39794001,1.2196375,1.39468997,0.85112521,,1.33758002,0.88989803,1.29704478,0.75175889
Debbie,brunneus-M-R183257,M,brunneus,Acklins/Crooked Island/ Long Cay atoll,2,NA,,64,125,38,23,72.2726265,73.7356444,10.2244755,8.15289015,18.3773656,14.9499651,11.5000652,26.4500304,8.75338762,7.12041875,29.2723338,21.9814496,9.96739324,18.3369829,5.06616235,1.80617997,2.09691001,1.5797836,1.36172784,1.26428326,1.42242617,0.94217616,0.85250554,1.34205633,0.99858159,1.26332788,0.7046791
Lela,chaemaelinorops-F-171077,F,chamaelinorops barbouri,Hispaniola,41,4,UN,42,88,20,11,36.3535106,58.1183597,13.3134298,5.05280588,18.3662356,15.0457255,7.88407703,22.9298025,6.46332658,8.42957273,17.3643298,15.3181445,9.28426337,13.257466,4.04714656,1.62324929,1.94448267,1.30103,1.04139269,1.26402015,1.36040031,0.8104561,0.92580556,1.18520616,0.96774745,1.12246052,0.60714893
Lela,chamaelinorops-F-155851,F,chamaelinorops barbouri,Hispaniola,41,4,UN,32,70,19,11,32.7716329,48.7527366,8.44919292,4.16680645,12.6159994,6.84988357,5.23133499,12.0812186,7.66250159,,11.6395196,15.2334404,6.56352766,14.528562,3.31200051,1.50514998,1.84509804,1.2787536,1.04139269,1.10092166,1.08211074,0.88437058,,1.182798,0.81713732,1.16222263,0.5200904
Lela,chamaelinorops-F-171031,F,chamaelinorops barbouri,Hispaniola,41,4,UN,38,83,18,11,33.7128257,57.898979,13.2844725,6.27273742,19.5572099,16.264833,7.56197603,23.826809,6.92585596,,16.2028002,16.356674,9.76188783,13.8028625,3.749144,1.5797836,1.91907809,1.25527251,1.04139269,1.2913069,1.37706588,0.84047346,,1.213695,0.98953381,1.13996916,0.57393212
Lela,chamaelinorops-F-171040,F,chamaelinorops barbouri,Hispaniola,41,4,UN,34,70,18,10,30.2209927,54.8403195,12.2076351,4.16375379,16.3713889,12.9844822,5.31452666,18.2990089,7.02166032,11.5132951,14.1253083,15.6788245,,13.5055872,3.70834176,1.53147892,1.84509804,1.25527251,1,1.21408553,1.26242757,0.84643982,1.06119964,1.1953135,,1.13051347,0.56917975
Lela,chamaelinorops-F-171051,F,chamaelinorops barbouri,Hispaniola,41,4,UN,38,79,18,12,38.0238558,55.3354533,16.0194671,5.90768691,21.927154,18.0363983,5.87797093,23.9143692,5.93430459,4.210528,15.3454102,21.1439378,11.2273181,18.3880748,3.71336087,1.5797836,1.89762709,1.25527251,1.07918125,1.34098227,1.37865893,0.77336983,0.62433656,1.32518587,1.05027603,1.26453626,0.56976716
Lela,chamaelinorops-M-171042,M,chamaelinorops barbouri,Hispaniola,41,4,UN,38,91,21,10,34.4164723,56.2775447,15.8096663,4.91912992,20.7287962,18.3262548,7.05259951,25.3788543,5.28144771,4.7039063,14.4379989,13.6282808,,13.7339942,3.27635257,1.5797836,1.95904139,1.32221929,1,1.31657408,1.40447201,0.72275298,0.67245866,1.13444107,,1.13779686,0.51539063
Lela,chamaelinorops-M-171044,M,chamaelinorops barbouri,Hispaniola,41,4,UN,38,88,17,11,32.5920987,54.1962243,12.1208215,5.92537685,18.0461983,11.9854914,8.05370588,20.0391973,5.85079335,12.2048509,14.456495,12.9809457,,13.4187208,3.86348706,1.5797836,1.94448267,1.23044892,1.04139269,1.25638573,1.30188032,0.76721476,1.08653248,1.11330633,,1.12771112,0.58697946
Lela,chamaelinorops-M-171045,M,chamaelinorops barbouri,Hispaniola,41,4,UN,38,91,18,12,33.9850604,55.6787752,4.76624532,5.14472218,9.9109675,9.4651745,5.42047523,14.8856497,12.7516042,12.3134399,14.8410685,12.7694422,13.4157838,12.7884526,3.84550284,1.5797836,1.95904139,1.25527251,1.07918125,0.99611605,1.1727678,1.10556483,1.0903794,1.10617193,1.12761605,1.106818,0.58495314
Lela,chamaelinorops-M-171076,M,chamaelinorops barbouri,Hispaniola,41,4,UN,39,100,18,11,34.6945983,51.7336132,6.16841194,4.98888914,11.1573011,11.7495681,8.06742349,19.8169916,10.0877388,,14.4685839,11.3634695,,11.0936859,3.51073912,1.59106461,2,1.25527251,1.04139269,1.04755915,1.29703772,1.00379383,,1.05551095,,1.04507587,0.54539856
Lela,chamaelinorops-M-176868,M,chamaelinorops barbouri,Hispaniola,41,4,UN,43,95,20,11,39.5760335,60.4036654,11.3131165,5.8079779,17.1210944,15.6082885,7.57618454,23.184473,7.24522318,11.40964,18.0671542,16.5467475,7.57323389,13.4695847,4.330547,1.63346846,1.97772361,1.30103,1.04139269,1.23353152,1.36519723,0.86005177,1.05727194,1.21871264,0.87928137,1.1293542,0.63654276
Lela,porcus-F-8459,F,chamaelinorops porcus,Cuba,61,3,UN,145,178,43,32,138.172218,144.97019,20.4444832,17.7124225,38.1569057,25.4942212,20.0559606,45.5501818,27.1580439,36.5046514,62.327277,54.1066545,21.3636715,48.454491,13.3166968,2.161368,2.25042,1.63346846,1.50514998,1.58157315,1.65849011,1.43389849,1.56234821,1.73325068,1.32967589,1.68533404,1.12439651
Lela,porcus-F-8501,F,chamaelinorops porcus,Cuba,61,3,UN,77,80,41,35,65.8822357,88.2431663,20.5457296,8.77979325,,9.94313365,8.57473487,18.5178685,12.1338933,21.8592947,25.4214397,25.3002882,,17.2326614,7.52566677,1.88649073,1.90308999,1.61278386,1.54406804,,1.267591,1.08400017,1.33963615,1.40312547,,1.23635235,0.87654498
Lela,porcus-F-POE0861,F,chamaelinorops porcus,Cuba,61,3,UN,161,175,41,34,151.000455,152.677386,26.5740114,21.1577709,47.7317823,27.6872383,19.7975835,47.4848218,26.0575761,33.8363774,66.8121397,53.1437616,26.8763441,46.3605921,13.5940455,2.20682588,2.24303805,1.61278386,1.53147892,1.67880765,1.67655481,1.41593401,1.52938386,1.72545229,1.42937019,1.66614897,1.13334872
Lela,porcus-F-POE0889,F,chamaelinorops porcus,Cuba,61,3,UN,155,192,43,34,144.939749,146.514256,23.8282558,18.3392986,42.1675544,27.7730753,20.8812712,48.6543465,24.3333995,29.0794817,69.3375323,55.0790336,25.9859489,49.760675,14.0233929,2.1903317,2.28330123,1.63346846,1.53147892,1.62497841,1.68712164,1.38620279,1.46358666,1.74098631,1.41473858,1.69688626,1.1468531
Lela,porcus-F-POE0907,F,chamaelinorops porcus,Cuba,61,3,UN,154,180,43,30,146.089339,147.652692,22.7127412,17.8252338,40.537975,28.0295027,19.861741,47.8912438,19.1074394,27.9094819,65.6069664,53.3488603,21.703294,46.619898,14.1385231,2.18752072,2.25527251,1.63346846,1.47712125,1.60786205,1.68025612,1.28120249,1.44575177,1.72712515,1.33652565,1.66857132,1.15040404
Lela,porcus-M-11025,M,chamaelinorops porcus,Cuba,61,3,UN,110,125,41,28,104.344985,112.055754,18.0655978,14.6746698,32.7402676,19.5726409,15.1902847,34.7629256,21.0277821,30.475876,47.7895143,39.159549,17.2046966,32.3903263,10.3182639,2.04139269,2.09691001,1.61278386,1.44715803,1.51508223,1.54111632,1.32279347,1.4839562,1.59283768,1.23564702,1.51041532,1.01360663
Lela,porcus-M-47895,M,chamaelinorops porcus,Cuba,61,3,UN,145,177,,39,122.876767,134.022781,22.5169761,11.5377108,34.0546869,24.2167279,17.1106322,41.32736,23.585954,24.491869,50.327163,53.2555886,21.9202647,46.7497048,13.8252228,2.161368,2.24797327,,1.59106461,1.53217689,1.61623766,1.37265345,1.38902193,1.72636519,1.34084579,1.66977887,1.14067214
Lela,porcus-M-POE0887,M,chamaelinorops porcus,Cuba,61,3,UN,153,177,49,36,150.144193,152.520728,21.7634797,21.722782,43.4862618,26.5861703,19.5955086,46.1816789,29.0705348,36.092476,65.5877104,56.8572813,20.453561,50.5536517,13.1962753,2.18469143,2.24797327,1.69019608,1.5563025,1.63835208,1.66446972,1.46345302,1.55741668,1.75478609,1.31076893,1.70375253,1.12045137
Lela,porcus-M-POE0888,M,chamaelinorops porcus,Cuba,61,3,UN,150,178,45,30,132.632764,134.870846,26.3978879,16.4821161,42.880004,25.7571325,19.9926494,45.7497819,23.3995825,34.8605868,61.4199269,54.8858419,24.1514192,49.0864445,13.3320001,2.17609126,2.25042,1.65321251,1.47712125,1.63225482,1.66038903,1.36920811,1.54233469,1.73946033,1.38294266,1.69096158,1.12489531
Lela,porcus-M-POE0906,M,chamaelinorops porcus,Cuba,61,3,UN,156,185,47,36,148.97691,149.988526,24.8244149,20.1721694,44.9965843,27.7503534,20.7533131,48.5036665,24.9329235,32.5722129,59.6861431,54.6191508,24.4883966,48.0826117,13.8986925,2.1931246,2.26717173,1.67209786,1.5563025,1.65317955,1.68577457,1.39677321,1.51284726,1.73734494,1.38896035,1.68198805,1.14297395
Lela,christophei-F-107055,F,christophei,Hispaniola,41,10,UN,38,,31,19,33.1263754,59.7384974,10.3180405,6.42990082,16.7479413,10.1511794,8.47342613,18.6246055,5.63692974,,12.983242,7.95790837,,6.41770484,3.73658692,1.5797836,,1.49136169,1.2787536,1.22396143,1.27008708,0.75104262,,0.90079893,,0.80737974,0.57247509
