type,basisofrecord,year,highergeography,continent,islandgroup,island,country,decimallatitude,decimallongitude,geodeticdatum,genus,specificepithet,infraspecificepithet,col
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Pedernales",North America,,,Hispanola,17.92667,-71.53028,NAD27,Anolis,brevirostris,,#ffac6b
PhysicalObject,PreservedSpecimen,1975,"Dominican Republic, Barahona",North America,,,Hispanola,17.92711,-71.23333,NAD27,Anolis,brevirostris,,#ffac6b
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Barahona",North America,,,Hispanola,17.93847,-71.19463,NAD27,Anolis,brevirostris,,#ffac6b
PhysicalObject,FossilSpecimen,1973,Dominican Republic: Barahona Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,17.94361,-71.20667,WGS84,Anolis,brevirostris,,#ffac6b
PhysicalObject,FossilSpecimen,1972,Dominican Republic: Barahona Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,17.95,-71.2,WGS84,Anolis,brevirostris,,#ffac6b
PhysicalObject,FossilSpecimen,1973,Dominican Republic: Barahona Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,17.95499992,-71.18830109,WGS84,Anolis,brevirostris,,#ffac6b
PhysicalObject,PreservedSpecimen,1969,"Dominican Republic, Barahona",North America,,,Hispanola,17.966667,-71.183334,NAD27,Anolis,brevirostris,,#ffac6b
PhysicalObject,FossilSpecimen,1974,Dominican Republic: Pedernales Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,17.96719933,-71.65059662,WGS84,Anolis,brevirostris,,#ffac6b
PhysicalObject,FossilSpecimen,1978,Dominican Republic: Barahona Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,17.98999977,-71.17060089,WGS84,Anolis,brevirostris,,#ffac6b
PhysicalObject,FossilSpecimen,1983,Dominican Republic: Barahona Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,17.99419975,-71.16829681,WGS84,Anolis,brevirostris,,#ffac6b
PhysicalObject,PreservedSpecimen,1971,"Dominican Republic, Barahona",North America,,,Hispanola,18,-71.23961,NAD27,Anolis,brevirostris,,#ffac6b
PhysicalObject,PreservedSpecimen,1974,"Dominican Republic, Barahona",North America,,,Hispanola,18,-71.17611,NAD27,Anolis,brevirostris,,#ffac6b
PhysicalObject,FossilSpecimen,1975,Dominican Republic: Pedernales Province: Greater Antilles: Hispaniola,,Greater Antilles,Hispaniola,Hispanola,18.00079918,-71.65249634,WGS84,Anolis,brevirostris,,#ffac6b
